First Name,Last Name,SIN,Gender,Sector,Age ,Admission,Profession,Status,DOD,Donor?,Chaplin Service,Meal Pref,ROOM,DNR?,Attnd. Phys.
Selestina,Mooring,801-25-9410,Female,Sector 23,69,2018-03-06,Automation Specialist II,ALIVE,NA,FALSE,Other,VEG,D45,FALSE,Smith
Marcie,Whitmore,382-61-4935,Female,Sector 23,13,2018-03-06,NA,DECEASED,2018-03-06,FALSE,NA,NA,C32,TRUE,Lee
Micaela,Ramsbotham,238-73-7414,Female,Sector 23,9,2018-03-06,NA,ALIVE,NA,TRUE,Muslim,VEG,D23,TRUE,Ouyuki
Ophelia,Reyburn,109-25-1818,Female,Sector 23,72,2018-03-06,Chief Design Engineer,ALIVE,NA,FALSE,Catholic,CHCKN,A43,FALSE,Pan
Ardine,Wadwell,579-72-2786,Female,Sector 23,90,2018-03-06,Software Test Engineer IV,ALIVE,NA,FALSE,Other,NA,C18,FALSE,Lee
Bert,Botright,165-26-0480,Male,Sector 23,57,2018-03-06,Software Test Engineer II,ALIVE,NA,FALSE,Jewish,NA,A46,FALSE,White
Eldridge,Divina,699-88-6448,Male,Sector 23,2,2018-03-06,NA,DECEASED,2018-03-06,TRUE,NA,NA,B2,FALSE,White
Conchita,Crown,329-72-7210,Female,Sector 23,7,2018-03-06,NA,DECEASED,2018-03-08,TRUE,Catholic,NA,A8,FALSE,Pan
Tremain,Hamon,231-44-0052,Male,Sector 23,84,2018-03-07,Physical Therapy Assistant,DECEASED,2018-03-08,FALSE,Protestant,NA,C12,FALSE,Sanders
Berri,Noonan,130-50-5021,Female,Sector 23,22,2018-03-07,Director of Sales,ALIVE,NA,FALSE,Other,CHCKN,B26,FALSE,Pan
Piotr,Keighley,871-13-1261,Male,Sector 23,26,2018-03-07,Director of Sales,DECEASED,2018-03-10,FALSE,Muslim,CHCKN,C18,FALSE,Smith
Marcy,Sheals,224-11-5072,Female,Sector 23,50,2018-03-07,Web Designer III,ALIVE,NA,FALSE,NA,VEG,D5,FALSE,Pan
Ethe,Apthorpe,128-26-4388,Male,Sector 23,21,2018-03-07,Safety Technician IV,ALIVE,NA,FALSE,NA,CHCKN,A5,FALSE,Lee
Celestia,Vahey,806-82-0037,Female,Sector 23,74,2018-03-07,Staff Scientist,DECEASED,2018-03-10,FALSE,Catholic,NA,B22,FALSE,White
Brnaba,Akrigg,133-32-1210,Male,Sector 23,95,2018-03-07,Quality Engineer,DECEASED,2018-03-09,FALSE,Catholic,VEG,D22,FALSE,White
Christos,Allchorne,261-12-6792,Male,Sector 23,61,2018-03-07,Systems Administrator I,DECEASED,2018-03-08,FALSE,Jewish,NA,D5,FALSE,Ouyuki
Fawnia,Vedishchev,100-40-8431,Female,Sector 23,67,2018-03-07,Staff Accountant IV,DECEASED,2018-03-07,FALSE,Other,CHCKN,C44,FALSE,Pan
Joelynn,Speare,412-94-3915,Female,Sector 23,40,2018-03-07,Senior Sales Associate,ALIVE,NA,FALSE,Jewish,CHCKN,A7,FALSE,Sanders
Ed,Fagence,410-02-4201,Male,Sector 23,89,2018-03-07,Professor,ALIVE,NA,FALSE,Protestant,CHCKN,B20,FALSE,Sanders
Victoir,Bohl,301-60-7016,Male,Sector 23,57,2018-03-07,Financial Advisor,DECEASED,2018-03-08,FALSE,Muslim,VEG,B3,FALSE,Ouyuki
Ty,Garie,747-91-5846,Male,Sector 23,10,2018-03-07,NA,DECEASED,2018-03-07,FALSE,NA,NA,C47,FALSE,Ouyuki
Mignonne,Bunney,169-24-9993,Female,Sector 23,30,2018-03-07,Actuary,DECEASED,2018-03-08,FALSE,NA,CHCKN,D5,FALSE,Ouyuki
Phylis,Hindenberger,651-20-5508,Female,Sector 23,38,2018-03-07,Environmental Specialist,ALIVE,NA,FALSE,Muslim,NA,B47,FALSE,Pan
Nicholas,Swett,605-88-6910,Male,Sector 23,44,2018-03-08,Engineer III,DECEASED,2018-03-08,FALSE,Jewish,VEG,B31,FALSE,Pan
Alexander,Rozsa,184-68-4206,Male,Sector 23,0,2018-03-08,NA,DECEASED,2018-03-08,TRUE,Other,NA,D14,TRUE,Ouyuki
Haleigh,Tuckerman,857-21-2143,Female,Sector 23,11,2018-03-08,NA,ALIVE,NA,TRUE,Protestant,NA,A46,FALSE,Ouyuki
Darryl,Moraleda,165-37-3647,Female,Sector 23,27,2018-03-08,Sales Representative,DECEASED,2018-03-08,FALSE,Protestant,NA,C9,FALSE,Sanders
Ardelia,Nolli,427-20-1608,Female,Sector 23,86,2018-03-08,Financial Analyst,DECEASED,2018-03-09,FALSE,Protestant,CHCKN,C5,FALSE,Smith
Bernelle,Goodbur,879-15-5003,Female,Sector 23,17,2018-03-09,NA,DECEASED,2018-03-11,TRUE,NA,CHCKN,A29,TRUE,Ouyuki
Bondon,Pavlik,453-75-1712,Male,Sector 23,1,2018-03-09,NA,DECEASED,2018-03-09,FALSE,Protestant,VEG,B1,TRUE,Smith
Marna,Matthensen,601-51-1390,Female,Sector 23,50,2018-03-09,Safety Technician III,ALIVE,NA,FALSE,Muslim,VEG,D43,FALSE,Smith
Barnabas,Harcarse,676-45-2799,Male,Sector 23,13,2018-03-09,NA,DECEASED,2018-03-12,TRUE,Jewish,CHCKN,B22,TRUE,Lee
Niccolo,Gainsbury,210-33-8207,Male,Sector 23,57,2018-03-09,Assistant Professor,ALIVE,NA,FALSE,Protestant,NA,B14,FALSE,Pan
Selinda,Killcross,112-19-5065,Female,Sector 23,79,2018-03-09,Analog Circuit Design manager,ALIVE,NA,FALSE,Other,VEG,B6,FALSE,Lee
Lorette,Platts,794-28-0671,Female,Sector 23,63,2018-03-09,Electrical Engineer,DECEASED,2018-03-12,FALSE,Other,VEG,A24,FALSE,White
Shurlocke,Cecere,709-91-6955,Male,Sector 23,21,2018-03-09,Speech Pathologist,ALIVE,NA,FALSE,Other,VEG,B32,FALSE,Ouyuki
Pancho,Schrei,817-07-4372,Male,Sector 23,2,2018-03-09,NA,DECEASED,2018-03-09,TRUE,Muslim,VEG,B44,TRUE,Lee
Reid,Wooderson,468-74-2336,Male,Sector 23,2,2018-03-09,NA,DECEASED,2018-03-09,TRUE,NA,NA,A48,FALSE,Pan
Trish,Ledingham,672-66-6698,Female,Sector 23,34,2018-03-09,Administrative Officer,ALIVE,NA,FALSE,Muslim,NA,A17,FALSE,White
Gayelord,Bowfin,330-95-4936,Male,Sector 23,21,2018-03-09,Nuclear Power Engineer,ALIVE,NA,FALSE,NA,VEG,B12,FALSE,Smith
Winni,Sanbrooke,634-32-8478,Female,Sector 23,27,2018-03-09,Marketing Manager,ALIVE,NA,FALSE,NA,CHCKN,A34,FALSE,Lee
Jud,Burgher,497-77-8539,Male,Sector 23,75,2018-03-09,Community Outreach Specialist,ALIVE,NA,FALSE,Other,CHCKN,C8,FALSE,Sanders
Neall,Baudone,251-46-8159,Male,Sector 23,56,2018-03-10,Senior Quality Engineer,DECEASED,2018-03-12,FALSE,Protestant,NA,A18,FALSE,Pan
Carolyne,Rollingson,749-58-3039,Female,Sector 23,45,2018-03-10,Business Systems Development Analyst,DECEASED,2018-03-12,FALSE,Jewish,CHCKN,D3,FALSE,Pan
Terri-jo,Pigney,762-93-6552,Female,Sector 23,7,2018-03-10,NA,DECEASED,2018-03-10,FALSE,NA,NA,D1,TRUE,Lee
Sutton,Lyokhin,137-54-4480,Male,Sector 23,55,2018-03-10,Executive Secretary,DECEASED,2018-03-12,FALSE,Catholic,NA,B24,FALSE,White
Eveleen,Garton,899-42-9667,Female,Sector 23,34,2018-03-10,Librarian,ALIVE,NA,FALSE,NA,CHCKN,D12,FALSE,Sanders
Claire,Andreassen,890-39-1244,Female,Sector 23,34,2018-03-10,Research Assistant I,ALIVE,NA,FALSE,Catholic,CHCKN,A18,FALSE,Pan
Celestyn,O'Canavan,453-02-8925,Female,Sector 23,53,2018-03-10,Cost Accountant,DECEASED,2018-03-10,FALSE,Other,VEG,D49,FALSE,Pan
Cal,Beverstock,808-82-3571,Male,Sector 23,93,2018-03-10,General Manager,ALIVE,NA,FALSE,Catholic,VEG,C13,FALSE,White
Sherri,Desvignes,599-86-0860,Female,Sector 23,49,2018-03-10,Systems Administrator III,ALIVE,NA,FALSE,Jewish,VEG,C12,FALSE,Sanders
Hartley,Weber,395-34-7576,Male,Sector 23,95,2018-03-10,Biostatistician I,DECEASED,2018-03-11,FALSE,Jewish,CHCKN,A20,FALSE,Pan
Karoly,Andryushin,294-46-7506,Male,Sector 23,42,2018-03-10,Computer Systems Analyst IV,DECEASED,2018-03-10,FALSE,Protestant,NA,C15,FALSE,Pan
Craggie,Truett,240-21-4359,Male,Sector 23,20,2018-03-10,Developer III,DECEASED,2018-03-12,FALSE,NA,VEG,A8,FALSE,Lee
Krisha,Ryves,103-67-5329,Male,Sector 23,46,2018-03-10,Help Desk Technician,DECEASED,2018-03-11,FALSE,Catholic,NA,B26,FALSE,Ouyuki
Jillayne,Umbers,549-77-8417,Female,Sector 23,47,2018-03-10,Social Worker,ALIVE,NA,FALSE,Other,NA,D24,FALSE,Ouyuki
Jule,Sieve,859-90-0801,Male,Sector 23,36,2018-03-10,VP Product Management,DECEASED,2018-03-10,FALSE,Muslim,CHCKN,D27,FALSE,Sanders
Agosto,Shawdforth,436-64-5413,Male,Sector 23,54,2018-03-10,Teacher,DECEASED,2018-03-10,FALSE,NA,VEG,A34,FALSE,White
Shanda,Neil,793-20-3634,Female,Sector 23,40,2018-03-11,Project Manager,ALIVE,NA,FALSE,NA,CHCKN,C15,FALSE,White
Stinky,Burns,428-45-7349,Male,Sector 23,18,2018-03-11,NA,ALIVE,NA,TRUE,Jewish,VEG,A44,TRUE,Sanders
Erskine,Pealing,872-63-4522,Male,Sector 23,50,2018-03-11,Design Engineer,ALIVE,NA,FALSE,Protestant,VEG,A31,FALSE,Smith
Patrice,Meiklejohn,460-54-8227,Male,Sector 23,66,2018-03-11,Marketing Assistant,ALIVE,NA,FALSE,Muslim,VEG,B14,FALSE,Pan
Lida,Confait,419-28-8955,Female,Sector 23,35,2018-03-11,Senior Quality Engineer,DECEASED,2018-03-12,FALSE,NA,CHCKN,C46,FALSE,White
Ring,Bastistini,270-79-3107,Male,Sector 23,0,2018-03-11,NA,DECEASED,2018-03-11,FALSE,Other,NA,B23,TRUE,White
Niel,Pettigree,399-92-6470,Male,Sector 23,92,2018-03-11,Quality Control Specialist,DECEASED,2018-03-13,FALSE,Jewish,CHCKN,A41,FALSE,Pan
Walker,Klebes,867-78-1745,Male,Sector 23,17,2018-03-11,NA,DECEASED,2018-03-11,TRUE,Jewish,NA,C27,FALSE,Smith
Tine,Zanini,493-02-7321,Female,Sector 24,82,2018-03-05,Dental Hygienist,DECEASED,2018-03-06,FALSE,NA,CHCKN,A5,FALSE,Sanders
Bordie,Sangwin,492-87-3632,Male,Sector 24,31,2018-03-05,Information Systems Manager,ALIVE,NA,FALSE,Other,VEG,B19,FALSE,Smith
Andonis,Tripcony,326-69-6093,Male,Sector 24,19,2018-03-05,Physical Therapy Assistant,DECEASED,2018-03-07,FALSE,NA,CHCKN,B45,FALSE,Sanders
Joceline,Scoyles,713-97-7337,Female,Sector 24,16,2018-03-05,NA,DECEASED,2018-03-06,TRUE,Protestant,VEG,D47,TRUE,White
Felecia,Purcell,892-01-7026,Female,Sector 24,0,2018-03-05,NA,DECEASED,2018-03-05,FALSE,Other,CHCKN,C27,TRUE,Pan
Ashlen,Delagua,313-36-2035,Female,Sector 24,74,2018-03-06,Software Test Engineer II,DECEASED,2018-03-07,FALSE,NA,NA,D38,FALSE,Smith
Hewie,Keedwell,825-67-5401,Male,Sector 24,30,2018-03-06,Cost Accountant,DECEASED,2018-03-06,FALSE,NA,CHCKN,B9,FALSE,Ouyuki
Fielding,Faithfull,796-29-1614,Male,Sector 24,71,2018-03-06,Chemical Engineer,DECEASED,2018-03-08,FALSE,Muslim,CHCKN,C42,FALSE,Ouyuki
Tymothy,Hemeret,874-78-9532,Male,Sector 24,14,2018-03-06,NA,DECEASED,2018-03-08,TRUE,Protestant,CHCKN,D48,TRUE,Ouyuki
Pauly,Westney,837-63-5652,Male,Sector 24,78,2018-03-06,Quality Control Specialist,DECEASED,2018-03-06,FALSE,Muslim,VEG,A34,FALSE,White
Michele,Fernan,230-94-1670,Female,Sector 24,21,2018-03-06,Analog Circuit Design manager,DECEASED,2018-03-06,FALSE,Jewish,CHCKN,D38,FALSE,Sanders
Denver,Yerrell,856-11-4222,Male,Sector 24,77,2018-03-06,Research Associate,DECEASED,2018-03-09,FALSE,Jewish,CHCKN,D35,FALSE,Ouyuki
Lavina,Frier,268-19-4601,Female,Sector 24,66,2018-03-06,Structural Analysis Engineer,ALIVE,NA,FALSE,Protestant,CHCKN,C21,FALSE,Pan
Bonnee,Maidens,719-58-7170,Female,Sector 24,37,2018-03-06,Budget/Accounting Analyst IV,DECEASED,2018-03-08,FALSE,Catholic,NA,C5,FALSE,White
Bernice,Hugonet,220-75-6454,Female,Sector 24,36,2018-03-06,Programmer Analyst I,ALIVE,NA,FALSE,Other,VEG,D42,FALSE,White
Rowan,Geekie,803-50-3044,Male,Sector 24,7,2018-03-06,NA,ALIVE,NA,TRUE,NA,NA,A21,TRUE,Lee
Stanton,Heinschke,438-63-5084,Male,Sector 24,73,2018-03-06,Budget/Accounting Analyst II,DECEASED,2018-03-08,FALSE,NA,VEG,A29,FALSE,White
Hillier,Mathevon,692-72-7953,Male,Sector 24,35,2018-03-06,Senior Financial Analyst,ALIVE,NA,FALSE,Jewish,NA,D10,FALSE,Ouyuki
Vassili,Ancketill,275-49-7959,Male,Sector 24,47,2018-03-06,Senior Sales Associate,ALIVE,NA,FALSE,NA,NA,D10,FALSE,Sanders
Pincas,Fenge,869-74-5500,Male,Sector 24,10,2018-03-06,NA,ALIVE,NA,TRUE,Jewish,CHCKN,D7,TRUE,Lee
Bren,Newlan,252-80-9874,Female,Sector 24,28,2018-03-06,Clinical Specialist,DECEASED,2018-03-07,FALSE,Jewish,CHCKN,B24,FALSE,Ouyuki
Shirlene,Timlin,327-65-3086,Female,Sector 24,20,2018-03-06,Data Coordiator,ALIVE,NA,FALSE,NA,VEG,D25,FALSE,Smith
Tabbatha,Kembery,431-03-9128,Female,Sector 24,59,2018-03-06,Staff Scientist,DECEASED,2018-03-09,FALSE,Muslim,VEG,C1,FALSE,White
Merrili,Volleth,386-75-6535,Female,Sector 24,34,2018-03-06,Web Designer IV,ALIVE,NA,FALSE,Jewish,NA,A40,FALSE,White
Chloette,Uttermare,513-51-8382,Female,Sector 24,40,2018-03-06,Media Manager I,DECEASED,2018-03-08,FALSE,Catholic,VEG,A49,FALSE,Lee
Chucho,Staunton,818-73-7425,Male,Sector 24,83,2018-03-06,Civil Engineer,ALIVE,NA,FALSE,Other,VEG,B4,FALSE,Lee
Asa,Pacht,515-28-0009,Male,Sector 24,55,2018-03-06,Research Nurse,DECEASED,2018-03-09,FALSE,Catholic,NA,C23,FALSE,Smith
Dalia,Wolfinger,657-41-4685,Female,Sector 24,66,2018-03-06,Data Coordiator,ALIVE,NA,FALSE,NA,NA,A37,FALSE,White
Doug,Elles,738-10-0210,Male,Sector 24,38,2018-03-06,VP Accounting,DECEASED,2018-03-08,FALSE,Jewish,NA,B2,FALSE,White
Jaine,Tomkins,567-75-7974,Female,Sector 24,52,2018-03-06,Professor,ALIVE,NA,FALSE,Catholic,CHCKN,D19,FALSE,Smith
Trueman,Shiell,734-02-3554,Male,Sector 24,73,2018-03-06,Compensation Analyst,DECEASED,2018-03-07,FALSE,Other,NA,C38,FALSE,White
Cally,Mannering,598-26-6821,Female,Sector 24,24,2018-03-06,Assistant Media Planner,DECEASED,2018-03-07,FALSE,Other,CHCKN,A12,FALSE,Smith
Mozelle,Romera,882-76-1761,Female,Sector 24,40,2018-03-06,Account Executive,DECEASED,2018-03-09,FALSE,Muslim,CHCKN,B35,FALSE,White
Tansy,Sargeaunt,466-87-9052,Female,Sector 24,18,2018-03-06,NA,ALIVE,NA,TRUE,Muslim,VEG,D11,TRUE,Lee
Elianore,Findon,306-25-5676,Female,Sector 24,22,2018-03-07,Programmer III,DECEASED,2018-03-09,FALSE,NA,CHCKN,D40,FALSE,Sanders
Linn,Burgisi,243-57-0999,Female,Sector 24,25,2018-03-07,Engineer I,ALIVE,NA,FALSE,Other,CHCKN,B18,FALSE,Lee
Yurik,MacGragh,873-46-8604,Male,Sector 24,93,2018-03-07,Biostatistician I,DECEASED,2018-03-07,FALSE,NA,CHCKN,A2,FALSE,Lee
Will,Bumphrey,392-86-1680,Male,Sector 24,32,2018-03-07,Help Desk Operator,DECEASED,2018-03-08,FALSE,Other,NA,D37,FALSE,Ouyuki
Nigel,McDougald,499-87-2087,Male,Sector 24,80,2018-03-07,Environmental Specialist,ALIVE,NA,FALSE,Protestant,NA,D27,FALSE,Smith
Maynord,Burdytt,889-04-2567,Male,Sector 24,11,2018-03-07,NA,ALIVE,NA,TRUE,Protestant,NA,D10,TRUE,White
Alexandre,Dresser,195-94-0402,Male,Sector 24,94,2018-03-07,Social Worker,ALIVE,NA,FALSE,Jewish,VEG,D2,FALSE,Sanders
Helaina,Simper,335-77-9087,Female,Sector 24,40,2018-03-07,Media Manager III,ALIVE,NA,FALSE,Catholic,NA,D30,FALSE,White
Harv,Eyden,235-32-2030,Male,Sector 24,43,2018-03-07,Staff Accountant II,DECEASED,2018-03-09,FALSE,NA,NA,B14,FALSE,Lee
Cletus,Warbys,339-21-4455,Male,Sector 24,30,2018-03-07,Quality Control Specialist,DECEASED,2018-03-09,FALSE,Muslim,VEG,B49,FALSE,Pan
Deloria,Standish,795-29-3748,Female,Sector 24,57,2018-03-07,VP Sales,ALIVE,NA,FALSE,Catholic,NA,D38,FALSE,White
Thornton,Boolsen,675-85-0190,Male,Sector 24,20,2018-03-07,Research Associate,ALIVE,NA,FALSE,Protestant,NA,B36,FALSE,White
Brandyn,Espinal,655-65-1679,Male,Sector 24,67,2018-03-07,Project Manager,ALIVE,NA,FALSE,Protestant,VEG,D30,FALSE,Sanders
Halie,Ros,151-58-1477,Female,Sector 24,56,2018-03-07,Financial Analyst,ALIVE,NA,FALSE,Catholic,NA,D26,FALSE,Pan
Ivy,Abramson,604-58-6099,Female,Sector 24,58,2018-03-07,Professor,DECEASED,2018-03-08,FALSE,Catholic,NA,D14,FALSE,Sanders
Natalie,MacKilroe,621-87-6433,Female,Sector 24,7,2018-03-07,NA,ALIVE,NA,TRUE,Protestant,VEG,D37,TRUE,Smith
Marika,Whitebrook,406-98-8323,Female,Sector 24,15,2018-03-07,NA,ALIVE,NA,FALSE,Muslim,CHCKN,D26,TRUE,White
Rodger,Chatwin,707-03-1233,Male,Sector 24,32,2018-03-07,Librarian,ALIVE,NA,FALSE,Muslim,VEG,B21,FALSE,Lee
Roderich,Browncey,581-10-5666,Male,Sector 24,19,2018-03-07,Staff Accountant III,DECEASED,2018-03-07,FALSE,Jewish,VEG,C19,FALSE,Pan
Kristen,McCaughren,756-79-8523,Female,Sector 24,2,2018-03-07,NA,DECEASED,2018-03-07,TRUE,Muslim,VEG,B21,TRUE,Smith
Karlotta,Yarranton,663-93-2900,Female,Sector 24,77,2018-03-07,Research Associate,DECEASED,2018-03-07,FALSE,Jewish,VEG,D13,FALSE,Sanders
Alisa,Edel,820-56-0826,Female,Sector 24,45,2018-03-07,GIS Technical Architect,ALIVE,NA,FALSE,NA,NA,D33,FALSE,Ouyuki
Melisande,Chason,403-95-1755,Female,Sector 24,80,2018-03-07,Geological Engineer,ALIVE,NA,FALSE,Catholic,VEG,B36,FALSE,Pan
Clerissa,Cushelly,850-82-4302,Female,Sector 24,94,2018-03-07,Research Nurse,DECEASED,2018-03-08,FALSE,NA,VEG,C20,FALSE,Pan
Bellanca,Lathee,553-27-2324,Female,Sector 24,32,2018-03-07,Payment Adjustment Coordinator,ALIVE,NA,FALSE,Other,CHCKN,A7,FALSE,White
Corrine,Claire,589-61-4958,Female,Sector 24,19,2018-03-07,Software Test Engineer II,ALIVE,NA,FALSE,NA,NA,B15,FALSE,Pan
Bernadina,Aggio,656-23-7336,Female,Sector 24,50,2018-03-07,Accountant I,ALIVE,NA,FALSE,Muslim,CHCKN,D43,FALSE,Sanders
Stillman,Eldridge,828-87-3060,Male,Sector 24,0,2018-03-07,NA,DECEASED,2018-03-07,FALSE,Catholic,NA,A25,FALSE,White
Rosalinda,Niese,858-41-5354,Female,Sector 24,70,2018-03-07,Desktop Support Technician,DECEASED,2018-03-10,FALSE,Catholic,CHCKN,B48,FALSE,Sanders
Vivianna,Formigli,247-12-7937,Female,Sector 24,59,2018-03-07,Geological Engineer,ALIVE,NA,FALSE,Protestant,VEG,D31,FALSE,Pan
Hedvige,Rodliff,502-52-9178,Female,Sector 24,42,2018-03-07,Help Desk Technician,DECEASED,2018-03-07,FALSE,Jewish,CHCKN,C32,FALSE,Lee
Phaidra,Glasson,574-66-7450,Female,Sector 24,21,2018-03-07,Nurse Practicioner,ALIVE,NA,FALSE,Muslim,CHCKN,B39,FALSE,Smith
Crysta,Ugolini,348-86-9922,Female,Sector 24,42,2018-03-07,Health Coach II,ALIVE,NA,FALSE,Muslim,VEG,C25,FALSE,Smith
Gasparo,Divine,662-79-7403,Male,Sector 24,88,2018-03-07,Recruiter,ALIVE,NA,FALSE,Jewish,VEG,B35,FALSE,Pan
Ninetta,Quarrie,854-46-7247,Female,Sector 24,17,2018-03-07,NA,DECEASED,2018-03-10,FALSE,Other,VEG,D50,FALSE,Pan
Ring,Ettery,245-14-2997,Male,Sector 24,4,2018-03-08,NA,ALIVE,NA,FALSE,NA,VEG,B36,TRUE,White
Aurthur,Reglar,509-97-8654,Male,Sector 24,15,2018-03-08,NA,ALIVE,NA,FALSE,Jewish,CHCKN,D34,TRUE,Lee
Gustie,Camm,466-17-5447,Female,Sector 24,55,2018-03-08,Administrative Officer,ALIVE,NA,FALSE,NA,NA,B2,FALSE,Smith
Danya,Medendorp,597-07-7106,Male,Sector 24,48,2018-03-08,Programmer I,ALIVE,NA,FALSE,Catholic,CHCKN,C32,FALSE,Lee
Henderson,Hazeltine,614-57-8180,Male,Sector 24,64,2018-03-08,Geologist IV,ALIVE,NA,FALSE,Catholic,VEG,B38,FALSE,Smith
Buckie,Kanter,700-47-8370,Male,Sector 24,89,2018-03-09,Programmer I,ALIVE,NA,FALSE,Other,NA,A25,FALSE,Ouyuki
Mathian,Maryott,533-82-3971,Male,Sector 24,34,2018-03-09,Community Outreach Specialist,DECEASED,2018-03-11,FALSE,Catholic,CHCKN,A34,FALSE,Ouyuki
Irv,Bimrose,464-67-0821,Male,Sector 24,30,2018-03-09,Nuclear Power Engineer,DECEASED,2018-03-11,FALSE,NA,VEG,B33,FALSE,Pan
Trudey,Enderwick,395-15-7177,Female,Sector 24,7,2018-03-09,NA,ALIVE,NA,TRUE,Jewish,NA,C2,TRUE,Ouyuki
Minda,Uc,636-95-0768,Female,Sector 24,18,2018-03-09,NA,DECEASED,2018-03-11,FALSE,Other,NA,A4,TRUE,Ouyuki
Olwen,Jeffryes,759-96-0046,Female,Sector 24,54,2018-03-09,Legal Assistant,ALIVE,NA,FALSE,NA,VEG,A49,FALSE,Sanders
Ross,Nickols,168-05-9051,Male,Sector 24,74,2018-03-09,Help Desk Operator,DECEASED,2018-03-09,FALSE,NA,CHCKN,A2,FALSE,Lee
Levin,Farmiloe,740-28-5759,Male,Sector 24,20,2018-03-09,Human Resources Manager,ALIVE,NA,FALSE,Muslim,VEG,A2,FALSE,Pan
Justine,Marquez,239-50-7965,Female,Sector 24,61,2018-03-09,Information Systems Manager,ALIVE,NA,FALSE,Catholic,VEG,A6,FALSE,Sanders
Sherwin,Gwynne,555-20-5888,Male,Sector 24,51,2018-03-09,Research Associate,ALIVE,NA,FALSE,Catholic,VEG,D8,FALSE,Smith
Hillary,Bradshaw,197-77-3509,Male,Sector 24,94,2018-03-09,Environmental Specialist,DECEASED,2018-03-10,FALSE,NA,NA,A10,FALSE,Pan
Billi,Pyecroft,122-78-9456,Female,Sector 24,34,2018-03-09,Desktop Support Technician,DECEASED,2018-03-09,FALSE,Protestant,VEG,D25,FALSE,Pan
Melvin,Kerner,599-21-3692,Male,Sector 24,43,2018-03-09,Editor,ALIVE,NA,FALSE,Protestant,VEG,D18,FALSE,White
Henriette,Nudd,569-76-7788,Female,Sector 24,92,2018-03-09,Professor,ALIVE,NA,FALSE,Other,VEG,A32,FALSE,Pan
Lyndsey,Davidwitz,214-74-7770,Female,Sector 24,48,2018-03-09,Software Consultant,ALIVE,NA,FALSE,Protestant,NA,B47,FALSE,Ouyuki
Shea,Trevaskis,825-91-6828,Male,Sector 24,16,2018-03-09,NA,ALIVE,NA,FALSE,Other,VEG,B7,TRUE,Pan
Jim,Gobbett,198-09-0351,Male,Sector 24,74,2018-03-09,Dental Hygienist,DECEASED,2018-03-11,FALSE,NA,VEG,B25,FALSE,Smith
Jorey,Webber,503-61-9146,Female,Sector 24,79,2018-03-09,VP Sales,ALIVE,NA,FALSE,Muslim,NA,C35,FALSE,White
Alfred,Larrie,774-81-5946,Male,Sector 24,91,2018-03-09,Graphic Designer,DECEASED,2018-03-09,FALSE,Muslim,NA,D6,FALSE,Sanders
Cassie,Coyish,462-86-9636,Male,Sector 24,30,2018-03-09,Mechanical Systems Engineer,ALIVE,NA,FALSE,NA,CHCKN,D37,FALSE,Lee
Patrice,Rodgman,412-20-9472,Female,Sector 24,90,2018-03-09,Editor,DECEASED,2018-03-11,FALSE,Catholic,CHCKN,A35,FALSE,Smith
Merrile,Greensted,204-28-9569,Female,Sector 24,26,2018-03-09,Marketing Assistant,DECEASED,2018-03-11,FALSE,Jewish,VEG,A49,FALSE,Pan
Jedidiah,Woodroof,465-27-9740,Male,Sector 24,65,2018-03-09,Geologist III,DECEASED,2018-03-09,FALSE,Other,CHCKN,A32,FALSE,Lee
Susan,Nelthrop,157-70-5637,Female,Sector 24,91,2018-03-09,Executive Secretary,DECEASED,2018-03-12,FALSE,Other,NA,D30,FALSE,White
Sylvan,Jannequin,782-36-4725,Male,Sector 24,86,2018-03-09,Health Coach II,ALIVE,NA,FALSE,Jewish,VEG,C49,FALSE,Smith
Skippy,Charkham,596-56-7224,Male,Sector 24,20,2018-03-09,Marketing Manager,ALIVE,NA,FALSE,NA,CHCKN,A1,FALSE,Ouyuki
Julia,Cuddehay,681-88-5587,Female,Sector 24,79,2018-03-09,Analyst Programmer,ALIVE,NA,FALSE,Catholic,CHCKN,C12,FALSE,Ouyuki
Mildrid,Esberger,595-23-7268,Female,Sector 24,10,2018-03-09,NA,DECEASED,2018-03-11,TRUE,Protestant,CHCKN,D38,TRUE,Sanders
Helen-elizabeth,McRamsey,280-03-3907,Female,Sector 24,51,2018-03-10,Senior Quality Engineer,DECEASED,2018-03-10,FALSE,NA,NA,B46,FALSE,Pan
Lyle,Pogson,365-18-7069,Male,Sector 24,18,2018-03-10,NA,ALIVE,NA,TRUE,NA,CHCKN,B2,TRUE,Sanders
Spike,Philpott,285-88-5515,Male,Sector 24,91,2018-03-12,Programmer II,DECEASED,2018-03-13,FALSE,Muslim,CHCKN,D7,FALSE,Sanders
Gardy,Benion,532-42-8772,Male,Sector 25,96,2018-03-06,GIS Technical Architect,ALIVE,NA,FALSE,Other,NA,B50,FALSE,Pan
Ronny,Okeshott,548-17-8427,Male,Sector 25,80,2018-03-06,Director of Sales,DECEASED,2018-03-08,FALSE,Other,NA,D21,FALSE,Sanders
Mariam,Pacher,694-29-7702,Female,Sector 25,6,2018-03-07,NA,ALIVE,NA,FALSE,Catholic,VEG,B19,TRUE,White
Rhodia,Crocetto,489-21-7035,Female,Sector 25,52,2018-03-07,Research Assistant III,ALIVE,NA,FALSE,Muslim,VEG,C28,FALSE,Smith
